codice,nome,nome_en,pattern,gruppo_target,attrezzo,luogo,muscoli,livello,uso,zone_rischio,adattamento,alternativa,setup,esecuzione,errori,nota_sicurezza,surrogato_attrezzo,nota_surrogato,esecuzione_surrogato,errori_surrogato,gif_slug
EX388,Piegamenti deficit un braccio palla medica,Medicine ball one arm push up floor,spinta orizzontale,petto,palla medica,casa;palestra,pettorale;tricipiti;deltoide anteriore;core,avanzato,finisher,spalle;polsi;core,"spalle: instabilita' della palla richiede maggiore controllo, ridurre il ritmo rispetto alla versione standard",EX003,"Una mano appoggiata sopra una palla medica, l altra a terra leggermente piu larga, corpo in linea in posizione plank",Scendi flettendo entrambi i gomiti mantenendo l'equilibrio sulla palla 2-3 sec;Spingi verso l'alto fino a estensione dei gomiti,Palla che rotola per instabilita';Bacino che ruota per compensare;Gomiti troppo aperti a 90 gradi,"Iniziare con palle di diametro maggiore per piu' stabilita', progredire gradualmente",,,,,piegamenti-deficit-un-braccio-palla-medica
EX389,Pullover bilanciere panca piana,Barbell pullover flat bench,isolamento,petto,bilanciere,palestra,gran dorsale;pettorale;dentato anteriore,intermedio,finisher,spalle,"spalle: gomiti morbidi, non scendere oltre la soglia di fastidio dietro la testa",EX099,"Sdraiato su panca piana solo con le spalle appoggiate (o disteso lungo la panca), bilanciere afferrato sopra il petto, gomiti leggermente flessi",Porta il bilanciere dietro la testa in arco fino a sentire lo stretch su dorsali e petto 2-3 sec;Ritorno controllato sopra il petto,Gomiti che si flettono troppo (diventa un french press);Scendere oltre la soglia di fastidio alle spalle;Bacino che si solleva per compensare,"Usare carichi leggeri, non scendere oltre la soglia di fastidio articolare alle spalle",,,,,pullover-bilanciere-panca-piana
EX390,Pullover macchina seduto,Machine pullover seated,isolamento,petto,macchina,palestra,gran dorsale;pettorale;dentato anteriore,principiante,finisher,spalle,spalle: regolare la seduta cosi' che i gomiti siano allineati al perno della macchina,EX389,"Seduto alla macchina, schiena aderente allo schienale, gomiti appoggiati sui supporti imbottiti, presa sulla barra sopra la testa",Porta la barra verso il basso davanti al corpo in arco 2-3 sec;Ritorno controllato sopra la testa senza far sbattere i pesi,Slancio con la schiena;Gomiti che scivolano dai supporti;Regolazione sedile errata,Regolare l'altezza della seduta prima di iniziare per allineare i gomiti al perno,,,,,pullover-macchina-seduto
EX391,Alzate frontali alternate manubri,Dumbbell alternating front raise,isolamento,deltoidi anteriori,manubri,casa;libero;palestra,deltoide anteriore;deltoide laterale;trapezio superiore,principiante;intermedio,finisher,spalle,"spalle: fermarsi all'altezza spalle, mai sopra. gomiti leggermente flessi per ridurre lo stress articolare",EX100,"In piedi, manubri davanti alle cosce, presa prona, gomiti leggermente flessi, core attivo","Sollevamento di un braccio fino all'altezza spalle;Discesa controllata 2 sec mentre l'altro braccio sale;Espira nella salita, inspira nella discesa",Slancio del busto per aiutare la salita;Salita oltre l'altezza spalle;Alternanza troppo rapida che diventa slancio,Non superare l'altezza spalle e non inarcare la schiena per aiutare la salita,elastico,"Elastico calpestato a metà, un capo per mano, alternando le braccia, braccia distese davanti alle cosce","In piedi sull'elastico, braccia distese davanti alle cosce con la tensione già presente;Sali fino all'altezza delle spalle mantenendo i gomiti morbidi;Pausa breve in alto;Ritorno lento 3 sec senza far collassare l'elastico",Slanciare per vincere il picco di resistenza in alto;Salire oltre l'altezza delle spalle;Inarcare la schiena per aiutare la salita;Elastico troppo lasco a inizio movimento: si perde tensione nella parte bassa,alzate-frontali-alternate-manubri
EX392,Pullover manubrio bacino declinato panca piana,Dumbbell pullover pelvis declined flat bench,isolamento,petto,manubri,palestra,gran dorsale;pettorale;dentato anteriore,intermedio,finisher,spalle;core,"spalle: bacino piu' basso rispetto alle spalle aumenta lo stretch, non scendere oltre la soglia di fastidio",EX099,"Sdraiato solo con la parte alta della schiena sulla panca, bacino declinato verso il basso fuori dalla panca, un manubrio afferrato con entrambe le mani sopra il petto",Porta il manubrio dietro la testa in arco fino a sentire lo stretch su dorsali e petto 2-3 sec;Ritorno controllato sopra il petto;Mantieni il core in tensione per stabilizzare il bacino declinato,Bacino che cede per mancanza di controllo del core;Gomiti che si flettono troppo;Scendere oltre la soglia di fastidio alle spalle,"Mantenere il core in tensione per tutta la ripetizione, usare carichi leggeri",elastico,"Elastico ancorato in alto dietro la testa, supino sulla panca con il bacino piu basso delle spalle, un capo per mano","Supino con il bacino piu basso delle spalle, braccia semidistese sopra il petto;Porta le braccia indietro sopra la testa controllando l'allungamento;Riporta le braccia sopra il petto contraendo;Ritorno lento 3 sec senza far collassare l'elastico",Scendere oltre il punto di fastidio;Inarcare la zona lombare;Elastico troppo lasco a inizio movimento: si perde tensione nella parte bassa;Piegare i gomiti durante l'arco,pullover-manubrio-bacino-declinato-panca-piana
EX393,Pullover manubrio fitball,Dumbbell pullover swiss ball,isolamento,petto,manubri,palestra,gran dorsale;pettorale;dentato anteriore;core,intermedio,finisher,spalle;core,"spalle: instabilita' della fitball richiede maggiore controllo del core, non scendere oltre la soglia di fastidio",EX099,"Parte alta della schiena appoggiata su una fitball, piedi a terra, bacino sollevato in linea con il busto, un manubrio afferrato con entrambe le mani sopra il petto",Porta il manubrio dietro la testa in arco fino a sentire lo stretch su dorsali e petto 2-3 sec;Ritorno controllato sopra il petto;Mantieni il bacino sollevato e stabile per tutta la ripetizione,Bacino che cede verso il basso per instabilita';Fitball che rotola per posizionamento scorretto;Gomiti che si flettono troppo,"Verificare la stabilita' della fitball prima di iniziare, usare carichi leggeri",elastico,"Elastico ancorato in alto dietro la testa, schiena appoggiata sulla fitball, un capo per mano a braccia semidistese","Schiena sulla fitball con bacino alto e core attivo, braccia semidistese sopra il petto;Porta le braccia indietro sopra la testa mantenendo il bacino fermo;Riporta le braccia sopra il petto contraendo;Ritorno lento 3 sec senza far collassare l'elastico",Bacino che crolla verso il basso;Fitball che rotola durante il movimento;Elastico troppo lasco a inizio movimento: si perde tensione nella parte bassa;Scendere oltre il punto di fastidio alla spalla,pullover-manubrio-fitball
EX394,Alzate frontali barra cavo basso,Cable bar front raise,isolamento,deltoidi anteriori,cavo basso,palestra,deltoide anteriore;deltoide laterale;trapezio superiore,principiante;intermedio,finisher,spalle,"spalle: fermarsi all'altezza spalle, mai sopra. gomiti leggermente flessi per ridurre lo stress articolare",EX395,"In piedi davanti alla puleggia bassa, barra agganciata al cavo, presa prona larghezza spalle, braccia distese","Sollevamento della barra fino all'altezza spalle;Discesa controllata 2-3 sec contro la trazione del cavo;Espira nella salita, inspira nella discesa",Inarcare la schiena per vincere il carico;Gomiti troppo flessi che trasformano il movimento in tirata;Rilasciare il cavo in discesa,Non superare l'altezza spalle e non inarcare la schiena per aiutare la salita,elastico,"Elastico sotto i piedi al posto del cavo basso, impugnato a due mani larghezza spalle","In piedi sull'elastico a larghezza spalle, una maniglia per mano davanti alle cosce, presa prona, braccia distese;Sollevamento fino all'altezza delle spalle;Discesa controllata 2-3 sec contro il ritorno dell'elastico;Espira nella salita, inspira nella discesa",Inarcare la schiena per vincere la tensione;Gomiti troppo flessi che trasformano il movimento in tirata;Rilasciare l'elastico in discesa,alzate-frontali-barra-cavo-basso
EX395,Alzate frontali bilanciere,Barbell front raise,isolamento,deltoidi anteriori,bilanciere,palestra,deltoide anteriore;deltoide laterale;trapezio superiore,principiante;intermedio,finisher,spalle,"spalle: fermarsi all'altezza spalle, mai sopra. gomiti leggermente flessi per ridurre lo stress articolare",EX394,"In piedi, bilanciere davanti alle cosce, presa prona poco piu larga delle spalle, gomiti quasi distesi","Sollevamento del bilanciere fino all'altezza spalle;Discesa controllata 2-3 sec;Espira nella salita, inspira nella discesa",Slancio delle anche;Salita oltre l'altezza spalle;Iperestensione lombare a fine salita,Non superare l'altezza spalle e non inarcare la schiena per aiutare la salita,,,,,alzate-frontali-bilanciere
EX396,Alzate frontali diagonali manubri,Dumbbell diagonal front raise,isolamento,deltoidi anteriori,manubri,casa;libero;palestra,deltoide anteriore;deltoide laterale;trapezio superiore,intermedio,finisher,spalle,"spalle: fermarsi all'altezza spalle, mai sopra. gomiti leggermente flessi per ridurre lo stress articolare",EX100,"In piedi, manubri davanti alle cosce, presa neutra, gomiti leggermente flessi","Sollevamento in diagonale verso l'esterno, a circa 45 gradi rispetto alla linea frontale;Stop all'altezza spalle;Discesa controllata 2-3 sec",Aprire troppo la diagonale trasformando il movimento in alzata laterale;Slancio del busto;Salita oltre l'altezza spalle,Non superare l'altezza spalle e non inarcare la schiena per aiutare la salita,elastico,"Elastico calpestato a metà, un capo per mano, salendo in diagonale verso l'esterno, braccia distese davanti alle cosce","In piedi sull'elastico, braccia distese davanti alle cosce con la tensione già presente;Sali fino all'altezza delle spalle mantenendo i gomiti morbidi;Pausa breve in alto;Ritorno lento 3 sec senza far collassare l'elastico",Slanciare per vincere il picco di resistenza in alto;Salire oltre l'altezza delle spalle;Inarcare la schiena per aiutare la salita;Elastico troppo lasco a inizio movimento: si perde tensione nella parte bassa,alzate-frontali-diagonali-manubri
EX397,Alzate frontali incrociate cavi bassi,Cable crossover front raise,isolamento,deltoidi anteriori,cavi,palestra,deltoide anteriore;deltoide laterale;trapezio superiore,intermedio,finisher,spalle,"spalle: fermarsi all'altezza spalle, mai sopra. gomiti leggermente flessi per ridurre lo stress articolare",EX394,"In piedi al centro del crossover, cavo destro nella mano sinistra e viceversa, braccia incrociate davanti al corpo",Sollevamento simultaneo delle due maniglie fino all'altezza spalle mantenendo l'incrocio;Discesa controllata 2-3 sec;Espira nella salita,Perdere l'incrocio durante la salita;Ruotare il busto;Usare carichi che costringono a slanciare,Non superare l'altezza spalle e non inarcare la schiena per aiutare la salita,elastico,Elastico sotto i piedi con le maniglie incrociate davanti al corpo,"In piedi sull'elastico, maniglia destra nella mano sinistra e viceversa, braccia incrociate davanti al corpo;Sollevamento simultaneo fino all'altezza delle spalle mantenendo l'incrocio;Discesa controllata 2-3 sec;Espira nella salita",Perdere l'incrocio durante la salita;Ruotare il busto;Tensione eccessiva che costringe a slanciare,alzate-frontali-incrociate-cavi-bassi
EX398,Alzate frontali manubri panca verticale,Dumbbell front raise vertical bench,isolamento,deltoidi anteriori,manubri;panca,palestra,deltoide anteriore;deltoide laterale;trapezio superiore,principiante;intermedio,finisher,spalle,"spalle: fermarsi all'altezza spalle, mai sopra. gomiti leggermente flessi per ridurre lo stress articolare",EX100,"Seduto su panca con schienale a 90 gradi, schiena aderente, manubri lungo i fianchi, presa prona",Sollevamento fino all'altezza spalle;Discesa controllata 2-3 sec;Schiena sempre aderente allo schienale,Staccare la schiena dallo schienale;Slancio delle gambe;Salita oltre l'altezza spalle,"Lo schienale elimina il compenso lombare: se devi staccarti dalla panca, il carico e troppo alto",,,,,alzate-frontali-manubri-panca-verticale
EX399,Alzate frontali manubri prono panca inclinata,Dumbbell chest supported front raise incline bench,isolamento,deltoidi anteriori,manubri;panca inclinata,palestra,deltoide anteriore;deltoide laterale;trapezio superiore,intermedio,finisher,spalle,"spalle: fermarsi all'altezza spalle, mai sopra. gomiti leggermente flessi per ridurre lo stress articolare",EX398,"Prono su panca inclinata a 45 gradi, petto appoggiato, manubri appesi sotto le spalle, presa prona",Sollevamento in avanti fino alla linea delle spalle;Pausa breve in contrazione;Discesa controllata 3 sec,Staccare il petto dalla panca;Usare slancio;Estendere il collo per sbirciare avanti,L'appoggio del petto azzera lo slancio: qualsiasi movimento del busto significa carico eccessivo,,,,,alzate-frontali-manubri-prono-panca-inclinata
EX400,Alzate frontali un braccio cavo basso,Cable one arm front raise,isolamento,deltoidi anteriori,cavo basso,palestra,deltoide anteriore;deltoide laterale;trapezio superiore,principiante;intermedio,finisher,spalle,"spalle: fermarsi all'altezza spalle, mai sopra. gomiti leggermente flessi per ridurre lo stress articolare",EX394,"In piedi di spalle alla puleggia bassa, maniglia in una mano, cavo che passa lateralmente alla coscia, braccio disteso","Sollevamento in avanti fino all'altezza spalla;Discesa controllata 3 sec contro la trazione;Completa tutte le ripetizioni, poi cambia braccio",Ruotare il busto verso il braccio che lavora;Inclinarsi lateralmente per compensare;Rilasciare il cavo in discesa,Il carico monolaterale spinge a ruotare: tieni le anche quadrate e il core attivo,elastico,"Elastico sotto il piede al posto del cavo basso, lavoro a un braccio","In piedi con l'elastico sotto il piede, una maniglia nella mano che lavora lungo il fianco, braccio disteso;Sollevamento in avanti fino all'altezza della spalla;Discesa controllata 3 sec contro il ritorno;Completa le ripetizioni, poi cambia braccio",Ruotare il busto verso il braccio che lavora;Inclinarsi lateralmente per compensare;Rilasciare l'elastico in discesa,alzate-frontali-un-braccio-cavo-basso
EX401,Alzate frontali un manubrio mani unite,Dumbbell close grip front raise,isolamento,deltoidi anteriori,manubri,casa;libero;palestra,deltoide anteriore;deltoide laterale;trapezio superiore,principiante,finisher,spalle,"spalle: fermarsi all'altezza spalle, mai sopra. gomiti leggermente flessi per ridurre lo stress articolare",EX100,"In piedi, un solo manubrio tenuto con entrambe le mani ai lati dell'impugnatura, braccia distese davanti alle cosce","Sollevamento del manubrio fino all'altezza spalle;Discesa controllata 2-3 sec;Espira nella salita, inspira nella discesa",Slancio del busto;Salita oltre l'altezza spalle;Gomiti che si flettono progressivamente,Non superare l'altezza spalle e non inarcare la schiena per aiutare la salita,elastico,"Elastico calpestato a metà, entrambi i capi in mano con le mani unite, braccia distese davanti alle cosce","In piedi sull'elastico, braccia distese davanti alle cosce con la tensione già presente;Sali fino all'altezza delle spalle mantenendo i gomiti morbidi;Pausa breve in alto;Ritorno lento 3 sec senza far collassare l'elastico",Slanciare per vincere il picco di resistenza in alto;Salire oltre l'altezza delle spalle;Inarcare la schiena per aiutare la salita;Elastico troppo lasco a inizio movimento: si perde tensione nella parte bassa,alzate-frontali-un-manubrio-mani-unite
EX402,Alzate laterali discesa frontale manubri,Dumbbell lateral raise to front lower,isolamento,deltoidi laterali,manubri,casa;libero;palestra,deltoide laterale;sovraspinato;trapezio superiore,intermedio,finisher,spalle,"spalle: range ridotto fino all'altezza spalle, mai sopra. gomiti leggermente flessi per ridurre lo stress articolare",EX055,"In piedi, manubri lungo i fianchi, presa neutra, gomiti leggermente flessi",Salita laterale fino all'altezza spalle;Portare le braccia in avanti mantenendo l'altezza;Discesa controllata davanti al corpo 3 sec,Perdere l'altezza durante il passaggio laterale-frontale;Slancio del busto;Discesa in caduta libera,Mai sopra l'altezza spalle: oltre quella linea il deltoide laterale smette di lavorare e subentra il trapezio,elastico,"Elastico calpestato a metà, un capo per mano, braccia distese lungo i fianchi","In piedi sull'elastico, braccia lungo i fianchi con la tensione già presente;Apri lateralmente fino all'altezza delle spalle;Scendi davanti al corpo lungo un arco frontale;Ritorno lento 3 sec senza far collassare l'elastico",Slanciare per vincere il picco di resistenza in alto;Salire sopra la linea delle spalle;Gomiti che si piegano per accorciare la leva;Elastico troppo lasco a inizio movimento: si perde tensione nella parte bassa,alzate-laterali-discesa-frontale-manubri
EX403,Alzate laterali incrociate cavi bassi,Cable crossover lateral raise,isolamento,deltoidi laterali,cavi,palestra,deltoide laterale;sovraspinato;trapezio superiore,intermedio,finisher,spalle,"spalle: range ridotto fino all'altezza spalle, mai sopra. gomiti leggermente flessi per ridurre lo stress articolare",EX411,"In piedi al centro del crossover, cavo destro nella mano sinistra e viceversa, braccia incrociate davanti al bacino",Apertura laterale simultanea fino all'altezza spalle;Pausa breve in contrazione;Discesa controllata 3 sec contro la trazione,Salire oltre l'altezza spalle;Inclinare il busto all'indietro;Rilasciare la tensione in basso,Mai sopra l'altezza spalle: oltre quella linea il deltoide laterale smette di lavorare e subentra il trapezio,elastico,Elastico sotto i piedi con le maniglie incrociate davanti al bacino,"In piedi sull'elastico, maniglia destra nella mano sinistra e viceversa, braccia incrociate davanti al bacino;Apertura laterale simultanea fino all'altezza delle spalle;Pausa breve in contrazione;Discesa controllata 3 sec",Salire oltre l'altezza delle spalle;Inclinare il busto all'indietro;Rilasciare la tensione in basso,alzate-laterali-incrociate-cavi-bassi
EX404,Alzate laterali macchina a leve seduto,Lever lateral raise machine seated,isolamento,deltoidi laterali,macchina,palestra,deltoide laterale;sovraspinato;trapezio superiore,principiante,finisher,spalle,"spalle: range ridotto fino all'altezza spalle, mai sopra. gomiti leggermente flessi per ridurre lo stress articolare",EX405,"Seduto sulla macchina a leve, schiena aderente, avambracci contro i cuscinetti, gomiti allineati con l'asse di rotazione",Apertura laterale fino all'altezza spalle;Pausa breve in contrazione;Discesa controllata 3 sec,Staccare la schiena dallo schienale;Spingere con i polsi invece che con i gomiti;Discesa in rilascio,"Allinea sempre il gomito all'asse della macchina: fuori asse, il carico va sull'articolazione",,,,,alzate-laterali-macchina-a-leve-seduto
EX405,Alzate laterali macchina appoggio gomito seduto,Machine lateral raise elbow pad seated,isolamento,deltoidi laterali,macchina,palestra,deltoide laterale;sovraspinato;trapezio superiore,principiante,finisher,spalle,"spalle: range ridotto fino all'altezza spalle, mai sopra. gomiti leggermente flessi per ridurre lo stress articolare",EX404,"Seduto sulla macchina, gomiti appoggiati sui pad laterali, busto eretto e aderente allo schienale",Sollevamento laterale dei gomiti fino all'altezza spalle;Pausa breve;Discesa controllata 3 sec,Alzare le spalle verso le orecchie;Staccare la schiena;Superare l'altezza spalle,Mai sopra l'altezza spalle: oltre quella linea il deltoide laterale smette di lavorare e subentra il trapezio,,,,,alzate-laterali-macchina-appoggio-gomito-seduto
EX406,Alzate laterali manubri panca piana,Dumbbell lateral raise flat bench,isolamento,deltoidi laterali,manubri;panca,palestra,deltoide laterale;sovraspinato;trapezio superiore,principiante;intermedio,finisher,spalle,"spalle: range ridotto fino all'altezza spalle, mai sopra. gomiti leggermente flessi per ridurre lo stress articolare",EX055,"Seduto sul bordo della panca piana, busto eretto, manubri lungo i fianchi, presa neutra, piedi a terra","Sollevamento laterale fino all'altezza spalle;Eccentrica controllata 3 sec;Espira nella salita, inspira nella discesa",Slanciare il busto avanti e indietro;Salire oltre l'altezza spalle;Alzare le spalle verso le orecchie,"Da seduto lo slancio delle gambe e escluso: se il busto oscilla, il carico e troppo alto",,,,,alzate-laterali-manubri-panca-piana
EX407,Alzate laterali manubri prono panca inclinata,Dumbbell chest supported lateral raise incline bench 45°,isolamento,deltoidi laterali,manubri;panca inclinata,palestra,deltoide laterale;sovraspinato;trapezio superiore,intermedio,finisher,spalle,"spalle: range ridotto fino all'altezza spalle, mai sopra. gomiti leggermente flessi per ridurre lo stress articolare",EX055,"Prono su panca inclinata a 45 gradi, petto appoggiato, manubri appesi sotto le spalle, presa neutra",Apertura laterale fino alla linea delle spalle;Pausa breve in contrazione;Discesa controllata 3 sec,Staccare il petto dalla panca;Portare le braccia troppo indietro trasformando il movimento in reverse fly;Usare slancio,L'appoggio del petto elimina ogni compenso: qualsiasi oscillazione del busto significa carico eccessivo,,,,,alzate-laterali-manubri-prono-panca-inclinata
EX409,Alzate laterali un braccio cavo basso,Cable one arm lateral raise,isolamento,deltoidi laterali,cavo basso,palestra,deltoide laterale;sovraspinato;trapezio superiore,principiante;intermedio,finisher,spalle,"spalle: range ridotto fino all'altezza spalle, mai sopra. gomiti leggermente flessi per ridurre lo stress articolare",EX412,"In piedi di fianco alla puleggia bassa, maniglia nella mano esterna, cavo che passa davanti al corpo, braccio disteso","Apertura laterale fino all'altezza spalla;Pausa breve in contrazione;Discesa controllata 3 sec;Completa le ripetizioni, poi cambia braccio",Inclinare il busto verso il lato opposto per compensare;Superare l'altezza spalla;Rilasciare la tensione in basso,Mai sopra l'altezza spalle: oltre quella linea il deltoide laterale smette di lavorare e subentra il trapezio,elastico,"Elastico sotto il piede opposto al posto del cavo basso, lavoro a un braccio","In piedi con l'elastico sotto il piede opposto, maniglia nella mano esterna, elastico che passa davanti al corpo, braccio disteso;Apertura laterale fino all'altezza della spalla;Pausa breve in contrazione;Discesa controllata 3 sec;Completa le ripetizioni, poi cambia braccio",Inclinare il busto verso il lato opposto per compensare;Superare l'altezza della spalla;Rilasciare la tensione in basso,alzate-laterali-un-braccio-cavo-basso
EX410,Alzate laterali un braccio manubrio gomito 90 gradi,Dumbbell one arm 90 degrees elbow lateral raise,isolamento,deltoidi laterali,manubri,casa;libero;palestra,deltoide laterale;sovraspinato;trapezio superiore,intermedio,finisher,spalle,"spalle: range ridotto fino all'altezza spalle, mai sopra. gomiti leggermente flessi per ridurre lo stress articolare",EX412,"In piedi, un manubrio in una mano, gomito flesso a 90 gradi, avambraccio parallelo al terreno, mano libera sul fianco",Sollevamento laterale mantenendo il gomito fisso a 90 gradi;Stop all'altezza spalla;Discesa controllata 3 sec,Aprire l'angolo del gomito durante la salita;Inclinare il busto;Ruotare l'avambraccio verso il basso,"L'angolo a 90 gradi accorcia la leva: il carico va scelto di conseguenza, non alzato",elastico,"Elastico calpestato con un piede, un capo in mano, gomito piegato a 90 gradi e fermo al fianco","In piedi sull'elastico, gomito piegato a 90 gradi e bloccato in quell'angolo;Apri lateralmente fino all'altezza della spalla;Pausa breve in alto;Ritorno lento 3 sec senza far collassare l'elastico",Aprire o chiudere l'angolo del gomito durante la salita;Inclinare il busto dal lato opposto;Slanciare per vincere il picco di resistenza in alto;Elastico troppo lasco a inizio movimento: si perde tensione nella parte bassa,alzate-laterali-un-braccio-manubrio-gomito-90-gradi
EX411,Alzate laterali un braccio cavo basso inclinazione laterale,Cable lean away lateral raise,isolamento,deltoidi laterali,cavo basso,palestra,deltoide laterale;sovraspinato;trapezio superiore,intermedio;avanzato,finisher,spalle,"spalle: range ridotto fino all'altezza spalle, mai sopra. gomiti leggermente flessi per ridurre lo stress articolare",EX413,"In piedi di fianco al montante, mano libera che afferra la colonna, corpo inclinato lontano dalla puleggia, maniglia nella mano esterna",Apertura laterale fino all'altezza spalla mantenendo l'inclinazione;Pausa breve in contrazione;Discesa controllata 3 sec,Raddrizzare il busto durante la salita;Tirare con il braccio di appoggio;Superare l'altezza spalla,L'inclinazione aumenta il range e la tensione in allungamento: parti con carichi leggeri,elastico,"Elastico sotto il piede, corpo inclinato lontano dall'ancoraggio tenendosi a un montante o allo stipite","In piedi con l'elastico sotto il piede, mano libera che afferra un montante stabile, corpo inclinato lontano, maniglia nella mano esterna;Apertura laterale fino all'altezza della spalla mantenendo l'inclinazione;Pausa breve in contrazione;Discesa controllata 3 sec",Raddrizzare il busto durante la salita;Tirare con il braccio di appoggio;Superare l'altezza della spalla,alzate-laterali-un-braccio-cavo-basso-inclinazione-laterale
EX412,Alzate laterali un braccio manubrio,Dumbbell one arm lateral raise,isolamento,deltoidi laterali,manubri,casa;libero;palestra,deltoide laterale;sovraspinato;trapezio superiore,principiante;intermedio,finisher,spalle,"spalle: range ridotto fino all'altezza spalle, mai sopra. gomiti leggermente flessi per ridurre lo stress articolare",EX055,"In piedi, un manubrio nella mano che lavora, mano libera sul fianco o su un appoggio, gomito leggermente flesso","Sollevamento laterale fino all'altezza spalla;Eccentrica controllata 3 sec;Completa le ripetizioni, poi cambia braccio",Inclinare il busto verso il lato opposto;Slancio dell'anca;Superare l'altezza spalla,Mai sopra l'altezza spalle: oltre quella linea il deltoide laterale smette di lavorare e subentra il trapezio,elastico,"Elastico calpestato con un piede, un capo in mano, braccio disteso lungo il fianco","In piedi sull'elastico, braccio lungo il fianco con la tensione già presente;Apri lateralmente fino all'altezza della spalla, gomito morbido;Pausa breve in alto;Ritorno lento 3 sec senza far collassare l'elastico",Inclinare il busto dal lato opposto per aiutare;Slanciare per vincere il picco di resistenza in alto;Salire sopra la linea della spalla;Elastico troppo lasco a inizio movimento: si perde tensione nella parte bassa,alzate-laterali-un-braccio-manubrio
EX413,Alzate laterali un braccio manubrio inclinazione laterale,Dumbbell lean away lateral raise,isolamento,deltoidi laterali,manubri,palestra;casa,deltoide laterale;sovraspinato;trapezio superiore,intermedio;avanzato,finisher,spalle,"spalle: range ridotto fino all'altezza spalle, mai sopra. gomiti leggermente flessi per ridurre lo stress articolare",EX411,"In piedi di fianco a un montante o rack, mano libera che afferra il supporto, corpo inclinato lontano, manubrio nella mano esterna",Apertura laterale fino all'altezza spalla mantenendo l'inclinazione;Pausa breve;Discesa controllata 3 sec,Raddrizzare il busto durante la salita;Tirarsi su con il braccio di appoggio;Slanciare il manubrio,"L'inclinazione allunga il deltoide in partenza: carico piu leggero del solito, movimento lento",elastico,"Elastico calpestato con un piede, un capo in mano, busto inclinato lateralmente verso il lato che lavora","In piedi sull'elastico con il busto inclinato lateralmente, braccio disteso in basso;Apri lateralmente fino all'altezza della spalla mantenendo l'inclinazione;Pausa breve in alto;Ritorno lento 3 sec senza far collassare l'elastico",Raddrizzare il busto durante la salita;Slanciare per vincere il picco di resistenza in alto;Piegare il gomito per accorciare la leva;Elastico troppo lasco a inizio movimento: si perde tensione nella parte bassa,alzate-laterali-un-braccio-manubrio-inclinazione-laterale
EX414,Alzate multi-angolo manubri,Dumbbell multi-angle raise,isolamento,deltoidi laterali,manubri,casa;libero;palestra,deltoide laterale;deltoide anteriore;sovraspinato,intermedio,finisher,spalle,spalle: mai sopra l'altezza spalle su nessuno degli angoli. ridurre le serie se compare fastidio,EX055,"In piedi, manubri lungo i fianchi, presa neutra, gomiti leggermente flessi, core attivo","Serie di alzate frontali;Senza pausa, serie di alzate diagonali a 45 gradi;Senza pausa, serie di alzate laterali;Stop sempre all'altezza spalle",Rallentare fino a perdere la tensione tra un angolo e l'altro;Slancio crescente con l'affaticamento;Superare l'altezza spalle nelle ultime ripetizioni,"E un finisher ad alta fatica: il carico va scelto sull'angolo piu debole, non sul piu forte",elastico,"Elastico calpestato a metà, un capo per mano, braccia distese lungo i fianchi","In piedi sull'elastico, braccia lungo i fianchi con la tensione già presente;Esegui aperture su angoli diversi: laterale, a 45 gradi e frontale;Mantieni i gomiti morbidi e fermi su ogni angolo;Ritorno lento 3 sec senza far collassare l'elastico",Slanciare per vincere il picco di resistenza in alto;Cambiare angolo a metà salita;Salire sopra la linea delle spalle;Elastico troppo lasco a inizio movimento: si perde tensione nella parte bassa,alzate-multi-angolo-manubri
EX415,Distensioni landmine in ginocchio,Landmine press kneeling,spinta verticale,deltoidi anteriori,bilanciere,palestra,deltoide anteriore;deltoide laterale;tricipiti;trapezio superiore,principiante;intermedio,principale,spalle;lombari,"spalle: se manca mobilita overhead ridurre il range o passare a inclinata. lombari: core attivo, evitare iperestensione",EX430,"In ginocchio davanti al landmine, estremita del bilanciere all'altezza della spalla, presa neutra, core e glutei attivi","Spinta in avanti e in alto lungo la diagonale del bilanciere;Estensione senza bloccare il gomito;Ritorno controllato 2-3 sec;Completa le ripetizioni, poi cambia braccio",Inarcare la lombare per aiutare la spinta;Ruotare il busto;Perdere l'allineamento anca-ginocchio-spalla,La traiettoria diagonale e piu sicura per la spalla del press verticale puro: e l'esercizio d'elezione se la mobilita overhead e limitata,,,,,distensioni-landmine-in-ginocchio
